userid,jobid,windowid,label,prediction,user_state,job_state,degree,yearsexp
529480,498562,3,1.0,1.0,CA,CA,Bachelor's,1.0
538224,494959,7,1.0,1.0,AZ,AZ,None,0.0
540557,953949,4,1.0,1.0,IL,IL,None,15.0
546632,970545,4,1.0,1.0,TX,TX,Master's,17.0
550364,884905,3,1.0,1.0,TX,TX,Bachelor's,7.0
558777,496305,5,1.0,1.0,KY,KY,None,14.0
561934,817395,2,1.0,1.0,NC,NC,Bachelor's,12.0
571192,28076,4,1.0,1.0,IA,IA,None,6.0
577115,449358,4,1.0,1.0,IN,IN,None,4.0
578088,502389,4,0.0,0.0,IN,DE,None,6.0
586536,569733,4,1.0,1.0,KS,MO,High School,25.0
586536,283459,4,1.0,1.0,KS,MO,High School,25.0
587822,745483,4,0.0,0.0,TN,IL,None,7.0
596229,492445,2,1.0,0.0,IL,MO,None,14.0
598266,36811,3,1.0,1.0,FL,FL,High School,17.0
600676,654289,3,1.0,0.0,NJ,VA,High School,0.0
602961,186603,1,1.0,0.0,MD,VA,Bachelor's,20.0
605662,371824,7,0.0,0.0,PA,CA,None,0.0
608577,259982,4,1.0,1.0,IL,IL,Bachelor's,18.0
608577,812773,4,1.0,1.0,IL,IL,Bachelor's,18.0
613910,456165,3,1.0,1.0,KS,KS,Associate's,24.0
613983,300472,1,1.0,1.0,FL,FL,Bachelor's,10.0
625325,691594,2,0.0,0.0,FL,IL,Bachelor's,4.0
630378,663642,3,1.0,1.0,NY,NY,Bachelor's,4.0
630378,222798,3,1.0,1.0,NY,NY,Bachelor's,4.0
630378,443820,3,1.0,1.0,NY,NY,Bachelor's,4.0
639495,225929,3,1.0,1.0,OK,OK,None,0.0
645660,543186,3,1.0,1.0,CA,CA,High School,6.0
645767,3776,3,0.0,0.0,OH,TX,Master's,13.0
645767,850573,3,1.0,1.0,OH,OH,Master's,13.0
645905,237778,1,1.0,1.0,IL,IL,None,15.0
648291,555290,1,1.0,1.0,SC,SC,High School,12.0
650773,614311,6,1.0,1.0,NY,NY,Bachelor's,10.0
657158,1003675,7,1.0,1.0,AZ,AZ,None,15.0
667463,282944,1,0.0,0.0,IN,NC,High School,6.0
667463,1044159,1,0.0,0.0,IN,NC,High School,6.0
671582,600613,3,1.0,1.0,FL,FL,None,10.0
675565,919584,1,1.0,1.0,IN,IN,None,13.0
675565,1075981,1,1.0,1.0,IN,IN,None,13.0
676799,44922,6,1.0,1.0,TX,TX,None,19.0
676799,769877,6,1.0,1.0,TX,TX,None,19.0
676906,39925,2,1.0,1.0,IN,IN,High School,18.0
678245,909848,3,1.0,1.0,CA,CA,High School,6.0
678526,414807,1,0.0,0.0,MA,AZ,High School,27.0
685767,241816,4,1.0,1.0,AZ,AZ,Bachelor's,6.0
686715,565896,3,1.0,1.0,IL,IL,Bachelor's,6.0
688210,434312,4,1.0,1.0,IL,IL,None,7.0
692823,391010,3,1.0,1.0,TX,TX,High School,7.0
693202,381995,3,1.0,1.0,MI,MI,Bachelor's,9.0
693270,773181,5,1.0,1.0,TX,TX,None,10.0
693270,216520,5,1.0,1.0,TX,TX,None,10.0
693270,966808,5,1.0,1.0,TX,TX,None,10.0
699439,490536,2,0.0,0.0,TX,VA,High School,14.0
708975,544693,2,0.0,0.0,FL,NE,High School,4.0
710583,1026185,3,1.0,0.0,NY,NJ,None,12.0
715380,912068,3,1.0,1.0,TX,TX,Vocational,11.0
715380,922944,3,0.0,0.0,TX,AZ,Vocational,11.0
716178,264168,5,1.0,0.0,MD,CA,Bachelor's,5.0
719350,1043754,3,1.0,1.0,NJ,NJ,Bachelor's,18.0
728782,291627,3,0.0,0.0,MD,NY,Bachelor's,12.0
729033,688221,4,1.0,0.0,CT,VA,Master's,15.0
731592,264397,2,1.0,1.0,OH,OH,Master's,12.0
731791,295848,5,1.0,1.0,IA,IA,Associate's,4.0
731791,863714,5,1.0,1.0,IA,IA,Associate's,4.0
736846,434078,3,0.0,0.0,FL,PA,High School,15.0
737215,864266,3,1.0,1.0,FL,FL,Bachelor's,9.0
737410,285292,5,1.0,1.0,OH,OH,None,10.0
737909,876166,1,0.0,0.0,IL,GA,None,7.0
739707,1091563,1,1.0,1.0,TX,TX,Bachelor's,34.0
739991,256784,1,1.0,1.0,NY,NY,None,0.0
740462,495932,3,1.0,1.0,VA,VA,High School,7.0
743603,580992,2,1.0,1.0,CO,CO,None,12.0
743857,64866,6,0.0,0.0,TX,WV,None,6.0
744309,627481,4,1.0,1.0,FL,FL,High School,11.0
744309,575770,4,1.0,1.0,FL,FL,High School,11.0
746405,142675,3,1.0,1.0,GA,GA,Master's,10.0
746405,324577,3,1.0,1.0,GA,GA,Master's,10.0
748371,644641,7,1.0,1.0,PA,PA,High School,25.0
754862,874636,1,1.0,1.0,FL,FL,None,8.0
759258,574102,1,1.0,1.0,PA,PA,High School,2.0
765341,963474,5,0.0,0.0,IN,OH,None,8.0
768494,796982,4,1.0,1.0,FL,FL,None,11.0
777555,946649,1,1.0,1.0,TX,TX,Bachelor's,9.0
777555,108180,1,1.0,1.0,TX,TX,Bachelor's,9.0
778723,498911,7,1.0,1.0,NY,NY,Bachelor's,5.0
784509,854294,6,1.0,1.0,GA,GA,Associate's,5.0
786982,219392,3,0.0,0.0,IL,TX,High School,4.0
787202,702975,5,1.0,1.0,IL,IL,None,21.0
787202,403327,5,1.0,1.0,IL,IL,None,21.0
789834,1090398,1,1.0,0.0,NV,CA,High School,22.0
789834,445478,1,1.0,0.0,NV,CA,High School,22.0
789834,769503,1,1.0,0.0,NV,CO,High School,22.0
789834,975350,1,1.0,0.0,NV,CO,High School,22.0
789834,1027599,1,1.0,0.0,NV,CO,High School,22.0
791408,599432,1,1.0,1.0,TX,TX,Bachelor's,20.0
794660,282616,4,1.0,1.0,FL,FL,None,10.0
794712,336718,4,1.0,1.0,GA,GA,High School,10.0
808333,759869,2,1.0,1.0,FL,FL,Bachelor's,17.0
808333,61696,2,1.0,1.0,FL,FL,Bachelor's,17.0
808732,905412,1,1.0,1.0,TX,TX,Bachelor's,10.0
821183,157932,1,1.0,1.0,IN,IN,High School,3.0
821316,696353,7,1.0,0.0,NJ,NY,High School,8.0
823530,468001,5,1.0,1.0,IL,IL,Bachelor's,4.0
824620,309015,1,1.0,0.0,Hedmark,MI,None,4.0
824741,782673,2,1.0,1.0,GA,GA,None,14.0
825445,987415,2,1.0,0.0,VA,CA,Bachelor's,20.0
825445,418056,2,1.0,0.0,VA,CA,Bachelor's,20.0
825445,420650,2,1.0,0.0,VA,CA,Bachelor's,20.0
827837,192686,5,1.0,1.0,GA,GA,Bachelor's,5.0
827837,877753,5,1.0,1.0,GA,GA,Bachelor's,5.0
828034,582629,5,1.0,0.0,CA,VA,Master's,10.0
828034,769118,5,1.0,0.0,CA,VA,Master's,10.0
828034,496740,5,1.0,0.0,CA,MO,Master's,10.0
831834,878433,4,1.0,1.0,TX,TX,None,3.0
833996,1015844,3,0.0,0.0,TX,MA,Associate's,12.0
835989,650525,4,1.0,0.0,NJ,NY,Bachelor's,4.0
838682,42609,1,0.0,0.0,GA,PA,None,14.0
839050,118084,3,0.0,0.0,SC,IL,Associate's,6.0
840342,543559,2,0.0,0.0,FL,MN,Bachelor's,6.0
844081,545168,2,1.0,1.0,TX,TX,None,22.0
844747,188544,4,0.0,0.0,OR,CA,Bachelor's,14.0
848959,1055939,3,1.0,0.0,TX,WA,Bachelor's,7.0
848959,289010,3,0.0,0.0,TX,IN,Bachelor's,7.0
848959,347500,3,0.0,0.0,TX,WI,Bachelor's,7.0
848959,544466,3,1.0,0.0,TX,FL,Bachelor's,7.0
850655,1025883,4,1.0,1.0,WA,WA,None,0.0
850655,173095,4,1.0,1.0,WA,WA,None,0.0
851748,1115744,1,1.0,1.0,IL,IL,High School,16.0
851748,108703,1,1.0,1.0,IL,IL,High School,16.0
857383,760209,1,1.0,1.0,TN,TN,High School,14.0
865814,941950,4,1.0,0.0,KY,OH,High School,4.0
866205,912500,6,1.0,1.0,TX,TX,None,7.0
866205,307258,6,1.0,1.0,TX,TX,None,7.0
866205,173732,6,1.0,1.0,TX,TX,None,7.0
869582,568553,3,1.0,1.0,GA,GA,Bachelor's,21.0
871925,638780,2,1.0,0.0,PA,NJ,Bachelor's,14.0
872368,811179,6,1.0,1.0,GA,SC,Master's,7.0
872368,860388,6,1.0,1.0,GA,GA,Master's,7.0
874227,306739,1,1.0,1.0,IL,IL,None,16.0
875078,513258,3,1.0,1.0,FL,FL,High School,0.0
875078,1076286,3,1.0,1.0,FL,FL,High School,0.0
875428,216255,7,1.0,1.0,FL,FL,Associate's,4.0
887551,653739,4,1.0,0.0,MI,NC,PhD,18.0
887551,269929,4,1.0,0.0,MI,TX,PhD,18.0
888498,328408,1,1.0,1.0,IL,IL,None,27.0
890826,265498,1,1.0,1.0,MI,MI,Bachelor's,15.0
892663,514171,4,0.0,0.0,TX,FL,None,3.0
899980,904861,2,1.0,1.0,GA,GA,Bachelor's,6.0
901885,1052027,1,0.0,0.0,IL,PA,High School,28.0
903142,43953,3,1.0,1.0,MD,MD,High School,7.0
903142,336651,3,1.0,1.0,MD,MD,High School,7.0
904286,1877,1,1.0,1.0,NY,NY,None,11.0
904286,578512,1,1.0,1.0,NY,NY,None,11.0
905815,923313,4,0.0,1.0,DE,FL,Bachelor's,15.0
905815,630737,4,1.0,1.0,DE,DE,Bachelor's,15.0
905815,530017,4,1.0,1.0,DE,PA,Bachelor's,15.0
905815,694261,4,1.0,1.0,DE,DE,Bachelor's,15.0
906211,280370,3,0.0,1.0,CA,CA,High School,16.0
907843,1061269,7,1.0,1.0,IL,IL,None,7.0
907909,319317,7,0.0,0.0,FL,MA,None,12.0
915677,784720,1,1.0,1.0,GA,GA,High School,2.0
916207,948496,5,0.0,0.0,IL,VA,Bachelor's,21.0
917916,216073,4,1.0,1.0,TX,TX,High School,7.0
918081,1051943,2,0.0,0.0,PA,RI,High School,14.0
918186,150306,6,1.0,0.0,MD,VA,Bachelor's,7.0
919852,11301,2,1.0,1.0,IN,IN,High School,18.0
923944,30967,5,1.0,0.0,PA,DE,Bachelor's,23.0
924800,285787,3,1.0,1.0,MO,KS,Bachelor's,0.0
927959,861115,5,1.0,1.0,FL,FL,None,9.0
930025,1114447,4,1.0,1.0,DE,DE,High School,9.0
930025,109513,4,1.0,1.0,DE,DE,High School,9.0
933772,258847,1,1.0,1.0,CO,CO,None,3.0
933772,768726,1,1.0,1.0,CO,CO,None,3.0
936020,584005,3,1.0,0.0,GA,FL,Vocational,7.0
936020,487451,3,1.0,0.0,GA,TX,Vocational,7.0
939303,520019,3,0.0,0.0,CA,NV,Associate's,11.0
945178,927708,1,1.0,1.0,IL,IL,High School,7.0
945178,300760,1,1.0,1.0,IL,IL,High School,7.0
945178,812832,1,1.0,1.0,IL,IL,High School,7.0
945178,212094,1,1.0,1.0,IL,IL,High School,7.0
945178,911848,1,1.0,1.0,IL,IL,High School,7.0
945178,362522,1,1.0,1.0,IL,IL,High School,7.0
947851,508558,1,1.0,1.0,TX,TX,High School,9.0
951589,839518,4,1.0,1.0,TX,TX,Master's,5.0
951589,755042,4,1.0,1.0,TX,TX,Master's,5.0
953745,800963,5,1.0,1.0,TN,TN,Bachelor's,7.0
954257,490790,7,1.0,1.0,CA,CA,Associate's,4.0
954477,461437,5,1.0,1.0,CT,CT,Bachelor's,4.0
956289,453151,2,1.0,1.0,CT,CT,Vocational,12.0
956289,301171,2,1.0,1.0,CT,CT,Vocational,12.0
958148,144187,2,1.0,1.0,GA,GA,High School,15.0
959992,812526,1,1.0,1.0,IL,IL,Bachelor's,6.0
959992,1106040,1,1.0,1.0,IL,IL,Bachelor's,6.0
959992,156613,1,0.0,0.0,IL,FL,Bachelor's,6.0
960983,510930,1,1.0,1.0,LA,LA,Bachelor's,8.0
962200,890681,2,0.0,0.0,GA,KS,Master's,5.0
963542,74234,4,1.0,1.0,NY,NJ,Associate's,6.0
963564,554592,1,1.0,1.0,IL,IL,Bachelor's,16.0
963564,286527,1,1.0,1.0,IL,IL,Bachelor's,16.0
963564,926381,1,1.0,1.0,IL,IL,Bachelor's,16.0
968932,606,4,1.0,1.0,FL,FL,High School,26.0
969250,742385,4,1.0,1.0,AZ,AZ,High School,8.0
972159,798254,1,1.0,1.0,TX,TX,None,0.0
975811,929256,3,0.0,0.0,FL,OR,None,37.0
978329,149330,1,1.0,1.0,IL,IL,Vocational,6.0
978535,17361,3,1.0,1.0,IL,IL,High School,6.0
978655,219298,4,1.0,1.0,NJ,NY,Master's,2.0
978655,880945,4,1.0,0.0,NJ,CA,Master's,2.0
978655,528358,4,1.0,1.0,NJ,NJ,Master's,2.0
978655,649917,4,1.0,1.0,NJ,NY,Master's,2.0
978655,862222,4,1.0,1.0,NJ,NY,Master's,2.0
978655,273339,4,1.0,1.0,NJ,PA,Master's,2.0
982084,546648,2,0.0,0.0,IN,KY,High School,10.0
985488,254505,4,1.0,1.0,DC,CO,Master's,3.0
988312,120632,2,0.0,0.0,NC,WA,Master's,9.0
989670,420647,3,0.0,0.0,TX,VA,None,17.0
989959,860913,1,1.0,1.0,WI,WI,Bachelor's,33.0
992401,768141,3,1.0,1.0,PA,PA,Vocational,13.0
992513,215515,3,1.0,1.0,TX,TX,High School,10.0
996622,26996,3,1.0,1.0,NJ,NJ,Bachelor's,12.0
1004219,676789,2,0.0,0.0,FL,NY,Vocational,20.0
1005174,692963,2,0.0,0.0,MO,TX,None,18.0
1008082,928032,1,1.0,1.0,NJ,NJ,Bachelor's,8.0
1008838,1008683,5,1.0,1.0,PA,PA,Master's,5.0
1011908,268626,3,1.0,1.0,IL,IL,Associate's,12.0
1014925,1074237,4,1.0,1.0,TX,TX,Vocational,2.0
1015444,579596,1,1.0,1.0,NY,NY,Bachelor's,20.0
1015444,842075,1,1.0,1.0,NY,NY,Bachelor's,20.0
1016831,246602,2,1.0,1.0,TX,TX,Vocational,10.0
1020618,582485,1,1.0,1.0,MI,MI,Bachelor's,19.0
1025313,858358,3,0.0,0.0,TX,OH,None,0.0
1030435,829908,4,0.0,0.0,OH,PA,Vocational,6.0
1034382,822974,3,1.0,1.0,TX,TX,Bachelor's,6.0
1035453,509250,3,1.0,1.0,CA,CA,Master's,5.0
1041158,576863,1,1.0,1.0,NY,NY,Master's,22.0
1044932,456016,1,1.0,1.0,KS,KS,Bachelor's,10.0
1044932,1013061,1,1.0,1.0,KS,KS,Bachelor's,10.0
1044932,456025,1,1.0,1.0,KS,KS,Bachelor's,10.0
1045315,381854,1,1.0,1.0,FL,FL,None,16.0
1045756,1065582,1,1.0,1.0,MD,MD,Associate's,8.0
1047966,846416,2,1.0,1.0,IL,IL,High School,5.0
1047966,1067346,2,0.0,0.0,IL,DE,High School,5.0
1049038,285323,2,1.0,1.0,TX,TX,Vocational,29.0
1052077,1027319,5,1.0,0.0,MD,VA,None,12.0
1053823,785205,4,0.0,0.0,CA,MO,High School,16.0
1053975,250373,3,1.0,1.0,TX,TX,None,8.0
1064233,17256,1,1.0,1.0,FL,FL,None,3.0
1064233,500405,1,1.0,1.0,FL,FL,None,3.0
1064233,880943,1,1.0,1.0,FL,FL,None,3.0
1066108,1096025,5,1.0,1.0,KS,KS,High School,22.0
1069161,710909,6,1.0,1.0,IN,IN,High School,9.0
1069161,509713,6,1.0,1.0,IN,IN,High School,9.0
1071024,417110,1,0.0,0.0,TX,NC,Associate's,3.0
1073459,1043230,6,1.0,1.0,IL,IL,High School,4.0
1073459,276786,6,1.0,1.0,IL,IL,High School,4.0
1073459,909950,6,1.0,1.0,IL,IL,High School,4.0
1073459,362526,6,1.0,1.0,IL,IL,High School,4.0
1073459,703015,6,1.0,1.0,IL,IL,High School,4.0
1074120,985474,1,1.0,1.0,FL,FL,Associate's,16.0
1076880,212760,2,1.0,1.0,NC,NC,Associate's,4.0
1076880,1057612,2,1.0,1.0,NC,NC,Associate's,4.0
1084358,629891,2,1.0,1.0,OH,OH,None,4.0
1085700,900391,2,1.0,1.0,FL,FL,Bachelor's,16.0
1090994,261726,6,1.0,1.0,PA,PA,Master's,28.0
1094440,570606,2,1.0,1.0,FL,FL,None,16.0
1097364,1030217,4,1.0,1.0,TX,TX,None,13.0
1101227,637025,1,1.0,1.0,TX,TX,High School,27.0
1101227,567247,1,1.0,1.0,TX,TX,High School,27.0
1101227,234872,1,1.0,1.0,TX,TX,High School,27.0
1106297,939599,5,1.0,1.0,IN,IN,None,13.0
1108146,708937,3,0.0,0.0,FL,OH,Associate's,13.0
1108942,858431,3,0.0,0.0,AL,MI,Bachelor's,18.0
1112175,590401,7,0.0,0.0,FL,HI,Bachelor's,8.0
1115220,276947,7,1.0,1.0,TX,TX,High School,11.0
1115220,361836,7,1.0,1.0,TX,TX,High School,11.0
1115220,61591,7,1.0,1.0,TX,TX,High School,11.0
1117059,286283,1,1.0,1.0,FL,FL,High School,9.0
1117059,472538,1,1.0,1.0,FL,FL,High School,9.0
1117059,351411,1,1.0,1.0,FL,FL,High School,9.0
1117059,600528,1,1.0,1.0,FL,FL,High School,9.0
1117260,1076877,4,1.0,1.0,FL,FL,None,9.0
1121118,719059,2,0.0,0.0,MO,NY,High School,12.0
1125467,902105,7,1.0,1.0,PA,NJ,High School,5.0
1130283,1055773,2,1.0,1.0,FL,FL,None,18.0
1132162,287809,3,1.0,1.0,TX,TX,High School,4.0
1132162,1100625,3,0.0,0.0,TX,MA,High School,4.0
1135538,1090303,4,1.0,1.0,SC,SC,Associate's,14.0
1138076,554894,3,1.0,1.0,TX,TX,Bachelor's,13.0
1138076,24448,3,1.0,1.0,TX,TX,Bachelor's,13.0
1139129,262053,1,1.0,1.0,NJ,NJ,Bachelor's,11.0
1144244,499924,3,0.0,0.0,VA,FL,High School,17.0
1146026,317538,4,1.0,1.0,MI,MI,None,14.0
1150673,83566,3,1.0,1.0,OH,OH,High School,2.0
1150673,442815,3,1.0,1.0,OH,OH,High School,2.0
1151542,556846,1,1.0,1.0,NJ,NJ,Bachelor's,15.0
1155867,511811,2,0.0,0.0,WI,GA,None,7.0
1157796,262187,5,1.0,1.0,TX,TX,High School,13.0
1158117,834072,5,1.0,1.0,GA,GA,None,8.0
1158117,388896,5,1.0,1.0,GA,GA,None,8.0
1160704,869143,2,1.0,1.0,MO,KS,Bachelor's,12.0
1163501,295823,4,1.0,1.0,TX,TX,High School,11.0
1180510,1044495,5,1.0,1.0,OH,OH,PhD,13.0
1183580,1057547,1,1.0,1.0,NY,NC,Bachelor's,23.0
1184718,923456,3,1.0,1.0,FL,FL,Associate's,22.0
1191420,743533,7,1.0,0.0,GA,TX,None,13.0
1192141,912598,2,1.0,1.0,FL,FL,None,12.0
1192141,213755,2,0.0,0.0,FL,CA,None,12.0
1192141,730364,2,1.0,1.0,FL,FL,None,12.0
1193265,6949,6,1.0,1.0,ID,IL,Master's,11.0
1193265,224572,6,1.0,0.0,ID,IL,Master's,11.0
1193573,580318,1,1.0,1.0,TX,TX,High School,14.0
1193573,803853,1,1.0,1.0,TX,TX,High School,14.0
1194718,29506,1,0.0,0.0,CT,LA,High School,19.0
1201684,394456,3,1.0,1.0,AZ,AZ,High School,5.0
1201684,515298,3,1.0,1.0,AZ,AZ,High School,5.0
1201684,696310,3,1.0,1.0,AZ,AZ,High School,5.0
1201684,1091916,3,1.0,1.0,AZ,AZ,High School,5.0
1205749,332290,7,1.0,1.0,NJ,NY,None,15.0
1208697,1030614,1,1.0,0.0,IL,MO,None,11.0
1209764,35819,5,1.0,1.0,NY,NY,Bachelor's,4.0
1210626,471508,3,1.0,1.0,IL,IL,None,12.0
1211979,673240,2,1.0,1.0,FL,FL,None,26.0
1211979,622950,2,1.0,1.0,FL,FL,None,26.0
1213725,822692,3,1.0,1.0,GA,GA,Bachelor's,7.0
1221194,906212,6,0.0,0.0,IL,PA,Associate's,11.0
1227494,388895,5,1.0,1.0,GA,GA,Bachelor's,7.0
1228466,994839,5,1.0,1.0,GA,GA,None,0.0
1231426,460242,3,0.0,0.0,TN,CA,High School,9.0
1231426,1021290,3,1.0,1.0,TN,TN,High School,9.0
1237885,138036,1,1.0,1.0,NY,NY,High School,23.0
1238661,692389,3,1.0,1.0,FL,FL,Associate's,26.0
1240387,977688,2,1.0,1.0,CA,CA,Bachelor's,14.0
1248173,32919,1,1.0,1.0,NC,NC,High School,14.0
1248870,202648,6,1.0,1.0,NC,NC,Bachelor's,5.0
1248870,681941,6,1.0,1.0,NC,NC,Bachelor's,5.0
1255646,413459,1,0.0,0.0,MO,CA,Associate's,8.0
1255972,206550,2,1.0,1.0,FL,FL,Bachelor's,20.0
1256390,824923,4,0.0,0.0,IL,NC,Bachelor's,13.0
1257388,458146,3,0.0,1.0,GA,IL,Associate's,9.0
1259366,690168,5,1.0,1.0,TX,TX,High School,13.0
1259366,168340,5,1.0,1.0,TX,TX,High School,13.0
1259366,216525,5,1.0,1.0,TX,TX,High School,13.0
1259366,1061722,5,1.0,1.0,TX,TX,High School,13.0
1259366,514115,5,1.0,1.0,TX,TX,High School,13.0
1259366,464805,5,1.0,1.0,TX,TX,High School,13.0
1259967,859814,2,1.0,1.0,MO,MO,High School,11.0
1260088,72617,4,1.0,1.0,AZ,AZ,High School,16.0
1260088,815331,4,1.0,1.0,AZ,AZ,High School,16.0
1260565,956651,1,1.0,1.0,NC,NC,Associate's,3.0
1260924,763774,3,1.0,1.0,NE,NE,Bachelor's,15.0
1261995,809892,4,1.0,1.0,CA,CA,Bachelor's,8.0
1263780,553500,2,1.0,0.0,MD,AL,Master's,23.0
1263780,777790,2,1.0,0.0,MD,TX,Master's,23.0
1268064,205951,1,0.0,0.0,OH,CA,High School,12.0
1269710,251639,3,1.0,1.0,NY,NY,Bachelor's,8.0
1269710,841817,3,1.0,1.0,NY,NY,Bachelor's,8.0
1269985,586231,3,0.0,0.0,NY,NJ,Bachelor's,6.0
1271520,406498,4,0.0,0.0,PA,MD,High School,12.0
1271972,759959,6,0.0,0.0,NJ,TN,High School,10.0
1275215,979925,1,0.0,0.0,TX,CA,Bachelor's,6.0
1282975,324509,5,1.0,1.0,TX,TX,PhD,19.0
1289144,302740,2,1.0,1.0,TX,TX,Bachelor's,8.0
1289144,246574,2,1.0,1.0,TX,TX,Bachelor's,8.0
1294945,402822,5,1.0,1.0,MA,MA,Bachelor's,15.0
1297578,1033504,2,1.0,1.0,TX,TX,None,6.0
1297578,245485,2,1.0,1.0,TX,TX,None,6.0
1298646,553873,5,0.0,0.0,CA,CA,Associate's,17.0
1299487,1044797,2,1.0,1.0,OH,OH,None,0.0
1302531,999625,1,1.0,1.0,NY,NY,Master's,14.0
1302531,193078,1,1.0,1.0,NY,NY,Master's,14.0
1302531,758413,1,1.0,1.0,NY,NY,Master's,14.0
1302531,883754,1,1.0,1.0,NY,NY,Master's,14.0
1302531,928272,1,1.0,1.0,NY,NY,Master's,14.0
1302531,934511,1,1.0,1.0,NY,NY,Master's,14.0
1302531,1114164,1,1.0,1.0,NY,NY,Master's,14.0
1303746,631523,5,0.0,0.0,FL,AZ,Bachelor's,9.0
1303746,16078,5,0.0,0.0,FL,LA,Bachelor's,9.0
1303879,217766,3,1.0,1.0,NC,NC,Bachelor's,10.0
1303879,37457,3,0.0,0.0,NC,MO,Bachelor's,10.0
1308196,834877,7,1.0,1.0,IL,IL,None,0.0
1308363,581859,2,1.0,1.0,MI,MI,Associate's,23.0
1308363,1009595,2,1.0,1.0,MI,MI,Associate's,23.0
1313040,620004,4,1.0,1.0,IN,IN,Bachelor's,13.0
1313723,95593,4,1.0,1.0,OH,OH,Master's,16.0
1313723,579899,4,1.0,1.0,OH,OH,Master's,16.0
1313723,373821,4,1.0,0.0,OH,FL,Master's,16.0
1314919,919923,3,1.0,1.0,TX,TX,None,11.0
1314933,200299,3,1.0,1.0,TX,TX,None,9.0
1314933,399404,3,1.0,1.0,TX,TX,None,9.0
1314933,864764,3,1.0,1.0,TX,TX,None,9.0
1314933,1105147,3,1.0,1.0,TX,TX,None,9.0
1315450,1095371,1,1.0,0.0,GA,TX,Associate's,22.0
1315450,922458,1,1.0,0.0,GA,OH,Associate's,22.0
1315450,397734,1,1.0,0.0,GA,MA,Associate's,22.0
1315661,565974,1,1.0,1.0,TX,TX,High School,11.0
1321079,831292,1,1.0,1.0,NJ,NY,Master's,10.0
1322762,1112136,4,0.0,0.0,TX,IL,None,5.0
1324035,848283,2,1.0,1.0,IL,IL,Bachelor's,6.0
1330065,538565,2,0.0,0.0,IN,PA,High School,0.0
1330417,470434,5,1.0,1.0,TX,TX,Bachelor's,8.0
1330616,214459,2,1.0,1.0,AZ,AZ,High School,14.0
1330616,631315,2,1.0,1.0,AZ,AZ,High School,14.0
1334011,1009930,4,1.0,1.0,IN,IN,Bachelor's,6.0
1334329,242104,5,0.0,0.0,GA,CT,None,12.0
1334329,572621,5,1.0,1.0,GA,GA,None,12.0
1337616,1018941,1,1.0,1.0,NC,NC,None,8.0
1337616,542342,1,1.0,1.0,NC,NC,None,8.0
1341705,601069,3,1.0,1.0,PA,PA,Associate's,11.0
1341705,188808,3,1.0,1.0,PA,PA,Associate's,11.0
1341705,338512,3,1.0,1.0,PA,PA,Associate's,11.0
1342596,481409,6,1.0,0.0,TN,UT,Associate's,5.0
1342596,1027670,6,1.0,0.0,TN,CO,Associate's,5.0
1342596,364258,6,1.0,0.0,TN,CO,Associate's,5.0
1342596,760743,6,1.0,0.0,TN,MA,Associate's,5.0
1343358,469575,4,1.0,0.0,IL,MO,Bachelor's,13.0
1343358,342597,4,0.0,1.0,IL,IL,Bachelor's,13.0
1344701,522051,1,1.0,0.0,NY,MA,High School,19.0
1345620,555287,2,1.0,1.0,TX,TX,Associate's,7.0
1345959,114901,3,0.0,0.0,AL,MN,None,10.0
1346764,1013189,3,1.0,1.0,KS,KS,Bachelor's,3.0
1347352,1113199,1,1.0,1.0,TX,TX,High School,6.0
1352131,392517,1,1.0,1.0,MD,MD,None,19.0
1352449,1075235,3,0.0,1.0,AZ,AZ,Associate's,9.0
1357899,190094,1,0.0,0.0,TX,CA,Bachelor's,17.0
1358942,211835,4,1.0,0.0,MD,VA,Master's,14.0
1362018,302334,2,0.0,0.0,TX,CA,None,13.0
1364288,786600,1,1.0,1.0,FL,FL,Associate's,10.0
1364516,776038,2,1.0,1.0,FL,FL,Master's,19.0
1364895,844265,1,1.0,1.0,CA,CA,Bachelor's,24.0
1364895,567459,1,1.0,1.0,CA,CA,Bachelor's,24.0
1377241,807670,7,1.0,1.0,CA,CA,High School,13.0
1377241,473710,7,1.0,1.0,CA,CA,High School,13.0
1377241,552701,7,1.0,1.0,CA,CA,High School,13.0
1377241,674619,7,1.0,1.0,CA,CA,High School,13.0
1377241,568555,7,1.0,1.0,CA,CA,High School,13.0
1377901,1088746,6,1.0,1.0,FL,FL,High School,10.0
1381412,1063249,7,0.0,0.0,GA,AZ,High School,13.0
1381412,831778,7,0.0,0.0,GA,CA,High School,13.0
1382966,445409,2,0.0,0.0,TX,NC,Bachelor's,15.0
1382966,800805,2,1.0,1.0,TX,TX,Bachelor's,15.0
1384243,651230,4,1.0,1.0,CA,CA,Master's,7.0
1384686,1028245,3,1.0,1.0,TX,TX,Bachelor's,9.0
1385665,971026,2,0.0,0.0,WI,NY,High School,20.0
1385665,863175,2,0.0,1.0,WI,WI,High School,20.0
1387766,43133,2,0.0,0.0,CA,CT,Bachelor's,12.0
1396469,358364,2,1.0,0.0,NC,FL,PhD,5.0
1397368,741216,5,0.0,0.0,IL,TX,Bachelor's,5.0
1397368,998098,5,1.0,1.0,IL,IL,Bachelor's,5.0
1398448,1038825,1,1.0,1.0,MD,MD,High School,1.0
1399836,1106876,5,1.0,1.0,GA,GA,Bachelor's,13.0
1400839,1045965,3,1.0,1.0,IL,IL,Bachelor's,10.0
